name,height,width,beta_hat,l1,stego_method,alpha
stego_HILLR_alpha_0.1_independent_images/10.png,512,512,0.0035946092,0.33487344,HILLR,0.1
stego_HILLR_alpha_0.1_independent_images/6.png,512,512,0.0012668583,0.2920629,HILLR,0.1
stego_HILLR_alpha_0.1_independent_images/7.png,512,512,0.018323505,0.4672949,HILLR,0.1
stego_HILLR_alpha_0.1_independent_images/8.png,512,512,0.0037284007,0.22484195,HILLR,0.1
stego_HILLR_alpha_0.1_independent_images/9.png,512,512,0.002356015,0.1943008,HILLR,0.1
stego_HILLR_alpha_0.2_independent_images/10.png,512,512,0.0036135495,0.3349969,HILLR,0.2
stego_HILLR_alpha_0.2_independent_images/6.png,512,512,0.0016418169,0.2920974,HILLR,0.2
stego_HILLR_alpha_0.2_independent_images/7.png,512,512,0.016975231,0.4673832,HILLR,0.2
stego_HILLR_alpha_0.2_independent_images/8.png,512,512,0.0044848938,0.22495218,HILLR,0.2
stego_HILLR_alpha_0.2_independent_images/9.png,512,512,0.002035755,0.19437496,HILLR,0.2
stego_HILLR_alpha_0.4_independent_images/10.png,512,512,0.004526096,0.3353938,HILLR,0.4
stego_HILLR_alpha_0.4_independent_images/6.png,512,512,0.003935305,0.2923822,HILLR,0.4
stego_HILLR_alpha_0.4_independent_images/7.png,512,512,0.016700828,0.4675474,HILLR,0.4
stego_HILLR_alpha_0.4_independent_images/8.png,512,512,0.0028060295,0.22511636,HILLR,0.4
stego_HILLR_alpha_0.4_independent_images/9.png,512,512,0.0019865027,0.19447353,HILLR,0.4
